gene	transcript	GFP1	GFP2	GFP3	NFYA_DN1	NFYA_DN2	NFYA_DN3	PBCAB1	PBCAB2	PBCAB3
arl4d	NM_199644	53.08	57.49	49.87	70.15	74.93	82.61	78.81	62.45	75.80
mrps11	NM_001044797	66.17	74.41	71.62	68.09	61.57	58.12	54.73	67.80	51.50
sqrdl	NM_001017881	6.58	8.22	6.24	6.65	7.55	7.97	8.41	5.69	6.82
qtrtd1	NM_001118896	12.37	9.37	12.61	10.89	10.00	8.20	6.98	9.98	7.37
fgd4a	NM_001177933	5.28	6.38	4.30	5.03	4.66	5.86	5.94	3.92	5.72
zgc:162255	NM_001089477	12.08	13.31	10.09	12.78	11.35	13.15	14.90	11.70	14.20
pkma	NM_199333	11.28	12.00	3.96	5.64	5.48	5.77	19.29	4.86	14.82
csnk1g1	NM_001008635	9.46	14.84	11.07	12.08	11.71	15.02	18.67	13.56	18.25
abhd14a	NM_207066	7.40	7.44	6.75	10.69	7.46	7.56	8.68	8.78	8.47
gig2p	NM_001100055	0.09	0.09	0.00	0.18	0.09	0.00	0.21	0.55	0.28
mboat4	NM_001122944	0.08	0.17	0.00	0.17	0.25	0.00	0.39	0.00	0.09
tubgcp4	NM_001135130	14.72	17.53	17.41	12.25	13.94	13.73	14.74	16.46	14.87
gstm.3	NM_001162851	3.23	1.85	0.84	4.01	3.18	3.77	2.84	2.40	2.68
ccl34a.4	NM_001130655	0.00	0.21	0.00	0.42	0.00	0.00	0.00	0.00	0.00
slc39a10	NM_200671	52.71	60.05	54.87	57.30	53.82	44.86	52.11	61.92	54.22
hmbox1a	NM_001030264	0.71	0.34	0.32	0.74	0.56	0.57	0.78	1.36	0.93
sntg2	NM_001126427	2.30	2.41	1.55	1.50	1.79	2.66	3.87	2.21	3.15
zgc:136605	NM_001039835	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
abcg2b	NM_001039066	0.16	0.17	0.22	0.80	0.50	0.51	0.13	0.17	0.06
klhl5	NM_001170942	0.57	0.26	0.28	0.47	0.25	0.85	0.34	0.55	0.57
rab3c	NM_001002530	1.47	0.60	2.19	1.46	0.59	0.94	1.66	1.19	1.49
aldh18a1	NM_001083546	2.29	1.79	2.41	2.83	3.29	4.76	3.23	4.29	3.75
gna13a	NM_001012243	57.14	59.57	55.65	48.56	48.91	57.98	83.95	63.50	84.09
rps6ka1	NM_001077775	1.28	1.02	1.17	1.18	1.10	1.01	0.86	1.12	1.04
ccdc9	NM_001075106	46.93	46.51	45.87	43.56	41.89	46.03	38.61	48.87	43.06
dachb	NM_152956	1.41	1.94	2.56	1.98	2.07	0.80	0.34	1.59	0.61
mccc2	NM_212927	86.59	90.43	91.99	66.24	67.97	63.57	70.82	79.08	72.48
zgc:162958	NM_001089338	11.44	9.45	6.42	9.38	12.89	11.55	14.79	12.50	12.75
ptpn11b	NM_200454	1.14	1.75	1.69	1.52	1.11	1.19	1.70	1.58	1.73
atp1a1a.2	NM_131687	0.06	0.00	0.00	0.00	0.03	0.04	0.12	0.00	0.04
plp2	NM_001161445	108.94	132.06	144.84	117.54	112.34	87.74	91.94	125.82	108.17
si:ch73-252g14.4	NM_001100029	0.00	0.00	0.07	0.07	0.14	0.14	0.00	0.07	0.00
sars2	NM_201179	5.75	5.55	7.26	7.85	8.47	5.27	7.37	5.88	8.05
grb10a	NM_001004287	0.75	0.94	0.97	0.90	0.76	0.57	0.75	0.68	0.75
mapk8b	NM_131721	19.39	20.48	16.71	22.11	19.91	22.51	35.02	23.06	34.23
si:ch211-151h10.2	NM_001045140	2.32	2.22	0.86	3.48	3.21	5.18	7.86	3.46	5.64
tmem43	NM_213238	29.75	24.33	25.11	25.80	16.47	13.39	15.66	13.18	16.02
cmtm3	NM_001003468	4.99	4.69	8.46	5.03	5.00	3.06	2.60	6.14	4.41
crk	NM_001003628	200.38	223.91	194.03	219.85	216.78	224.74	200.45	206.63	206.91
prelid1b	NM_001020679	7.27	7.09	8.75	10.48	8.62	8.73	14.39	11.75	12.30
mir20a	NR_030019	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00
naa30	NM_001136249	28.50	28.97	32.04	30.37	29.92	27.99	27.85	32.44	29.56
trpa1a	NM_001007065	4.72	4.19	5.21	5.90	6.07	5.43	4.59	5.87	6.15
fam162a	NM_001089343	59.84	55.15	44.64	68.67	54.44	47.85	48.97	53.18	44.86
tspan31	NM_200281	68.09	70.91	71.11	71.99	75.40	72.63	61.77	76.99	67.57
mrps31	NM_001128328	55.66	55.45	59.53	63.34	59.10	65.25	49.77	67.58	56.04
pcbp4	NM_213117	3.24	3.04	7.26	5.94	5.90	5.06	6.34	8.28	7.15
pigh	NM_001002565	4.80	5.72	8.14	5.63	5.32	3.43	5.29	4.61	6.38
drd3	NM_183067	0.22	1.21	0.36	0.38	0.00	0.00	0.26	0.08	0.00
mespbb	NM_001265607	16.30	14.95	17.41	18.88	18.51	29.99	18.24	17.90	21.43
opn1lw1	NM_001313715	0.24	0.06	0.12	0.32	0.25	0.09	0.07	0.08	0.00
tmeff1b	NM_001025301	222.51	230.45	227.19	177.42	177.81	167.49	206.20	208.51	210.10
scfd2	NM_001013564	6.53	6.85	7.56	7.27	6.38	5.88	4.68	6.12	6.01
or103-3	NM_001128379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
havcr1	NM_001002434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
zgc:174260	NM_001114704	8.27	7.16	8.64	12.48	9.04	2.62	1.67	3.68	1.73
zgc:92313	NM_001002596	22.06	18.95	20.99	24.61	25.05	28.23	23.55	17.58	22.95
arhgef1a	NM_001081631	12.41	15.25	10.19	11.03	13.67	21.87	33.53	16.29	27.03
klf12a	NM_207062	0.86	0.95	1.11	1.54	1.15	1.35	0.93	1.62	1.16
zgc:110046	NM_001020561	13.57	15.97	16.80	14.69	14.30	12.42	7.70	12.87	13.84
wisp3	NM_001166231	2.53	2.94	2.74	1.40	2.53	1.94	1.73	1.90	1.69
gas1a	NM_001111220	63.78	64.27	75.36	51.17	46.91	41.81	42.14	54.70	49.24
cd2ap	NM_001008583	71.50	78.10	72.10	108.24	94.97	126.05	101.28	98.45	100.90
gdap1	NM_001020675	0.34	0.43	0.27	0.22	0.35	0.50	0.00	0.22	0.30
clta	NM_213045	130.88	127.39	143.90	92.78	95.58	76.12	85.07	113.55	94.23
egr2b	NM_130997	88.46	85.09	96.09	73.96	58.00	30.21	12.58	14.15	14.23
foxp1a	NM_001077564	54.15	61.46	42.90	49.53	49.77	62.66	85.49	55.54	76.17
hoxb10a	NM_131541	52.36	53.85	59.71	47.19	49.95	47.52	51.69	61.19	55.59
mdh1b	NM_001076761	2.89	2.29	2.25	1.26	0.87	0.52	1.69	2.87	1.52
cxcl11.8	NM_001126413	0.00	0.14	0.00	0.14	0.00	0.00	0.00	0.00	0.00
chkb	NM_001100012	14.94	13.00	14.27	10.04	10.31	8.10	6.44	10.53	8.93
sox7	NM_001080750	6.63	6.33	14.75	22.81	17.68	15.60	8.04	9.60	6.65
selenbp1	NM_200570	20.98	24.10	24.01	29.03	28.40	20.31	15.28	17.46	16.28
lmnb1	NM_152972	220.15	223.39	277.23	223.04	231.07	212.07	215.52	235.24	220.32
dnm1l	NM_200922	9.82	11.28	14.34	12.90	12.64	11.94	7.63	14.15	9.20
shmt1	NM_201046	187.99	190.65	213.86	296.79	288.17	214.69	142.99	206.22	148.34
fbln1	NM_131042	65.18	72.11	61.58	91.11	79.54	78.26	54.91	73.12	59.33
spata2	NM_001080191	9.24	9.73	9.28	9.34	8.83	9.02	8.99	11.18	9.96
rxfp3	NM_001128788	0.22	0.00	0.15	0.08	0.15	0.08	0.00	0.08	0.00
rab5ab	NM_200970	55.80	63.46	59.23	67.08	66.45	61.46	57.28	58.26	62.07
dusp19a	NM_001128265	0.10	0.00	0.39	0.41	0.10	0.61	0.35	0.30	0.10
ube2v1	NM_001037402	146.39	144.54	129.73	139.84	157.75	157.52	142.41	140.40	154.21
sox32	NM_131851	3.45	3.00	0.25	1.33	8.07	28.01	88.79	3.69	60.51
ldhbb	NM_001002474	0.76	0.53	0.44	0.73	0.26	0.59	1.66	0.20	0.88
fgf12b	NM_001045459	10.63	16.26	10.77	9.45	8.97	13.08	20.54	12.20	19.39
rbp4l	NM_199965	42.56	42.29	45.52	45.09	44.46	66.03	49.66	82.58	66.24
c1qtnf4	NM_001017702	0.13	0.00	0.00	0.07	0.28	0.21	0.16	0.21	0.07
soul2	NM_001145687	25.58	26.96	27.26	30.20	28.15	28.00	28.46	22.48	27.56
parapinopsinb	NM_001005312	0.21	0.11	0.21	0.22	0.11	0.55	0.51	0.00	0.23
hoxa3a	NM_131534	31.97	39.26	45.46	37.41	30.97	21.56	15.87	25.90	19.58
ybx1	NM_001126457,NM_131620	5747.88	5647.24	4324.60	4754.75	4912.09	5373.42	6022.26	4679.32	5581.04
pou5f3	NM_131112	28.91	28.11	12.77	22.12	31.54	51.22	338.51	30.32	254.41
or122-2	NM_131130	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16
tbccd1	NM_001045152,NM_001089540	23.88	23.77	24.88	23.09	23.75	22.60	27.21	26.97	26.28
eefsec	NM_001037436	14.28	13.41	16.78	23.80	24.18	21.93	7.06	18.31	11.41
got1	NM_213057	38.27	42.26	48.69	45.96	47.44	40.96	36.40	51.13	41.89
comta	NM_001030157	1.74	1.27	3.07	2.54	2.21	1.54	1.77	2.24	2.17
nme2b.2	NM_130927	3.46	3.22	4.89	7.29	7.40	5.29	1.12	1.93	2.00
tlr20.2	NM_001177443	0.13	0.00	0.07	0.21	0.07	0.10	0.00	0.24	0.11
unc93b1	NM_001288816	1.85	2.25	1.93	0.89	1.48	3.21	3.84	3.70	3.68
asmt	NM_001114909	0.67	0.67	0.65	0.54	1.52	1.05	1.40	0.64	1.35
poln	NM_001100026	0.13	0.19	0.10	0.21	0.08	0.08	0.09	0.05	0.22
nitr3b	NM_001007211	0.61	0.00	0.00	0.16	0.00	0.51	2.20	1.66	0.87
zcchc24	NM_001098388	13.82	15.10	14.53	13.00	13.24	13.37	14.61	16.01	16.73
calm2a	NM_199996	38.39	39.80	52.12	38.76	35.46	41.27	49.72	58.76	51.10
zgc:77816	NM_200869	8.08	7.79	6.72	10.96	12.01	12.46	13.55	7.82	13.66
tmem54b	NM_001044716	0.24	0.21	0.18	0.43	0.19	0.35	1.15	0.12	0.37
exosc4	NM_200739	54.01	51.13	60.51	56.79	57.50	47.03	33.11	51.52	39.42
phykpl	NM_001037557	12.52	10.69	15.30	14.97	17.01	10.92	9.44	13.41	10.76
or128-1	NM_001127253	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00
tlk1a	NM_001199724	49.84	52.66	47.88	44.73	44.60	46.95	50.16	51.04	48.95
actn3a	NM_131522	0.81	1.11	3.63	1.57	1.58	0.65	0.45	1.34	0.84
fynb	NM_001029969	8.03	8.46	8.13	8.74	7.05	5.71	5.28	5.11	4.85
mir2196	NR_034279	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
adam28	NM_001076718	7.63	8.36	7.04	6.41	4.93	5.71	7.64	6.88	7.77
zgc:92871	NM_001002480	27.00	32.06	37.22	28.70	29.82	19.33	21.83	42.12	27.32
zgc:172282	NM_001113649	0.18	0.07	0.17	0.04	0.11	0.00	0.00	0.04	0.00
slc25a29	NM_001030237	1.43	1.66	1.47	1.66	1.58	1.49	2.59	1.71	3.19
zgc:173837	NM_001111233	10.94	13.53	7.78	13.07	13.25	15.81	12.81	9.23	11.69
mir7a-2	NR_029921	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ddost	NM_213093	194.60	195.38	250.32	196.57	197.67	177.50	139.90	212.58	157.34
cpsf2	NM_001002384	102.45	102.74	95.31	85.56	85.85	91.46	110.48	98.39	109.67
rprml	NM_001098771	0.08	0.16	0.08	0.00	0.00	0.08	0.09	0.08	0.00
ptgdsa	NM_001199991	107.47	111.12	78.88	109.91	113.44	128.89	102.76	128.97	101.24
bnip3	NM_001012245	0.44	1.39	1.17	0.93	0.76	0.92	0.71	0.46	1.27
ctbs	NM_001020729	21.63	21.65	30.73	18.09	15.14	14.65	17.76	30.09	17.85
furinb	NM_001045109	4.83	5.46	5.02	4.84	3.97	2.71	3.12	4.88	3.55
zbtb8b	NM_001017581	42.77	46.64	40.85	45.02	46.37	47.50	53.84	43.25	53.17
rps19	NM_200750	3129.40	2817.40	3221.93	2524.10	2519.40	2327.82	2744.80	2886.44	2770.33
mfsd13a	NM_001008654	32.53	40.89	39.71	45.82	48.32	48.15	40.40	45.51	41.43
apobec2b	NM_001168463	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.00	0.00
cpt2	NM_001007447	4.35	5.09	5.71	5.74	6.66	5.62	2.95	6.39	4.23
dcaf13	NM_200129	140.14	141.85	137.40	141.99	141.48	140.62	142.01	136.37	148.63
ash2l	NM_001110105	106.74	114.15	117.13	92.59	103.15	95.42	99.12	112.54	107.53
cyb561	NM_001128744	0.22	0.35	0.67	0.35	0.58	0.47	0.27	0.23	0.72
lrit2	NM_001020536	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00
grcc10	NM_212646	33.62	29.68	33.53	30.19	33.56	29.60	32.79	31.35	33.35
opn7d	NM_001316946	0.08	0.00	0.08	0.00	0.00	0.09	0.10	0.09	0.09
cxcr3.3	NM_001144813	2.35	2.94	1.71	1.81	2.33	1.60	2.60	1.89	2.34
nitr9	NM_001005576	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.38	1.07
eif1b	NM_199588	478.81	460.42	500.68	488.24	541.08	490.57	364.92	479.94	404.57
tktb	NM_198070	533.03	547.36	496.91	1118.53	1017.76	873.52	390.83	535.25	420.88
dnaja3a	NM_201313	35.50	37.10	43.17	43.94	43.15	42.33	27.45	42.69	32.90
fcer1g	NM_001100106	0.00	0.23	0.00	0.23	0.00	0.00	0.00	0.00	0.00
rrh	NM_001004654	0.08	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.09
tollip	NM_207061	19.47	20.99	18.66	33.80	26.51	30.32	22.47	28.21	24.65
znhit1	NM_001017401	19.11	20.57	24.08	19.86	17.48	22.14	19.12	20.15	20.22
zgc:66014	NM_200844	7.99	8.93	9.78	10.12	9.50	10.04	8.04	10.21	9.39
mir133a-2	NR_030082	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
klc3	NM_001077178	0.46	0.27	0.61	0.54	0.42	0.48	0.61	0.37	0.39
six1b	NM_207095	20.10	22.25	27.91	18.15	14.90	14.24	20.32	25.85	20.43
mir499a	NR_030503	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
hsbp1b	NM_200754	124.35	111.64	143.34	110.37	113.85	98.44	95.31	123.45	108.97
scn12ab	NM_001045123	0.08	0.04	0.08	0.00	0.06	0.08	0.02	0.23	0.02
mfn2	NM_001128254	7.93	8.95	10.22	9.56	11.16	10.75	7.51	9.83	9.14
kcns3a	NM_001128724	0.31	0.33	0.19	0.46	0.32	0.26	0.15	0.39	0.34
tmem258	NM_200769	150.61	126.67	164.12	178.18	179.14	161.68	88.55	156.52	108.33
ckma	NM_130932	1.92	0.81	1.72	0.87	0.33	0.20	1.84	1.20	2.42
ndufa9a	NM_001013459	62.00	63.28	79.55	78.24	80.73	69.92	52.76	76.56	53.58
or118-1	NM_001128378	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
haus4	NM_001002425	38.29	37.28	35.00	25.65	28.68	27.89	35.51	36.81	35.38
ctu2	NM_001003560	19.43	20.82	17.40	17.60	16.19	19.88	29.10	19.21	26.16
rps15	NM_001001819	2253.94	2193.20	2373.30	1984.77	1942.08	1802.87	2132.14	2145.57	2115.55
ptar1	NM_001130074	13.34	12.92	15.37	20.49	20.09	20.41	18.13	20.04	18.66
wasla	NM_001083006	31.35	33.41	33.37	29.30	28.33	31.04	40.89	32.14	39.21
si:ch211-264f5.2	NM_001098253	0.36	0.00	0.14	0.38	0.22	0.23	0.09	0.15	0.23
ttll1	NM_201019	9.22	7.20	7.64	5.38	6.22	4.43	8.41	9.52	8.83
pcdh2ab1	NM_001009588	0.00	0.27	0.07	0.00	0.06	0.00	0.00	0.11	0.09
irgq2	NM_001044810	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
aanat2	NM_131411	2.45	2.42	2.80	2.96	2.90	1.20	0.61	3.01	0.78
LOC100149066	NM_001128390	2.70	2.91	5.49	0.00	1.88	3.87	0.64	4.05	3.81
tasp1	NM_001100953	6.44	6.06	6.00	6.68	5.02	7.84	6.73	7.16	6.76
parp3	NM_200501	4.73	5.21	6.16	9.46	9.44	8.24	7.03	8.34	8.95
kazna	NM_001128289	3.86	3.47	5.40	4.90	5.81	3.18	4.32	5.23	3.43
zgc:101800	NM_001008621	15.61	17.71	14.42	19.75	21.75	23.96	22.97	17.17	21.46
slc25a43	NM_001004497	9.40	10.03	9.30	13.59	11.92	11.05	11.33	11.75	11.59
oprk1	NM_001318780,NM_182886	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.08	0.08
psenen	NM_205576	96.50	91.38	97.17	112.27	115.48	118.69	80.28	101.64	79.80
efcab7	NM_001002120	17.29	18.17	15.83	13.29	13.69	15.11	17.88	17.38	17.60
tdrd1	NM_001164028	1.29	2.10	1.64	1.50	1.01	0.97	1.40	2.07	1.00
LOC100331176	NM_001287541	0.00	0.13	0.00	0.06	0.13	0.00	0.00	0.00	0.00
or106-2	NM_001256353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
snx10a	NM_001139462	3.68	2.36	3.58	9.92	11.51	14.78	5.66	8.85	5.25
fancc	NM_001040637	6.59	7.35	7.29	8.91	9.77	7.97	6.50	8.03	7.55
ugt5a1	NM_001037420	0.25	0.33	0.00	0.33	0.52	0.17	0.22	0.26	0.20
ephx1	NM_201068	8.13	10.42	10.17	15.39	14.20	9.82	7.86	10.88	8.76
spred1	NM_213232	18.57	20.54	20.82	20.85	22.87	24.62	23.35	20.56	24.06
gnb1a	NM_212609	78.36	80.15	85.66	86.98	80.64	86.87	97.25	89.19	96.16
ino80b	NM_001077258	67.54	72.17	64.69	66.67	72.67	58.27	55.89	54.38	56.74
slc12a3	NM_001045080	0.08	0.33	0.26	0.22	0.19	0.11	0.00	0.16	0.03
gpm6ab	NM_214687	8.58	8.53	10.32	15.99	14.16	9.01	6.94	11.97	8.64
zgc:112056	NM_001017662	2.41	1.60	2.63	2.70	2.48	4.35	3.94	3.10	3.63
b3glctb	NM_001302248	0.11	0.28	0.32	0.11	0.22	0.11	0.13	0.00	0.06
march5	NM_001082827	8.69	9.80	8.58	9.74	10.16	7.54	9.28	9.69	10.86
il21r.1	NM_001113510	1.39	1.60	1.99	2.11	1.53	1.95	2.14	2.46	2.16
socs7	NM_001287077	3.07	3.00	2.51	2.75	2.72	2.44	2.99	2.89	2.95
rab12	NM_001020630	14.18	15.72	20.40	20.43	18.94	14.87	13.40	14.30	16.76
psmb7	NM_001045564	392.39	392.81	368.29	344.59	357.75	373.82	394.35	399.64	383.63
pcdh19	NM_001127519	67.38	79.01	54.81	43.09	43.96	55.25	105.42	71.10	92.34
or111-4	NM_131747	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00
zgc:86609	NM_001009987	17.15	17.95	18.71	19.73	19.04	19.03	14.74	19.86	15.49
zgc:65997	NM_200553	2.98	3.39	2.29	4.74	5.79	4.00	3.67	2.76	3.58
rpph1	NR_036645	6.22	2.68	3.64	15.75	11.68	5.72	1.75	2.29	2.76
f5	NM_001007208	0.03	0.03	0.12	0.05	0.05	0.05	0.00	0.06	0.00
bach1a	NM_001040313	6.07	5.83	3.87	4.46	4.11	9.88	16.10	3.93	13.34
cited4a	NM_001044982	36.40	37.08	44.21	48.54	47.80	39.80	41.77	51.80	45.10
taf7	NM_173260	117.22	110.36	109.92	99.60	103.76	107.20	110.44	109.84	111.16
dhcr24	NM_001008645	1.49	2.02	4.71	1.73	1.93	1.20	0.46	1.90	1.78
bsg	NM_001312882,NM_198142	389.41	376.92	375.76	510.72	504.32	540.57	494.72	451.29	481.00
ccdc6b	NM_200241	19.97	22.94	24.67	18.33	17.77	16.19	19.85	21.94	22.19
pax9	NM_131298	0.58	1.05	0.58	1.28	0.60	0.33	0.76	0.50	0.68
si:dkey-11p23.7	NM_001102395	0.10	0.00	0.19	0.40	0.20	0.20	0.12	0.00	0.21
ergic2	NM_200407	58.97	69.14	63.09	55.17	54.65	57.33	63.18	66.36	62.41
gpat4	NM_001040249	39.55	39.17	34.83	39.20	37.80	36.49	37.55	42.75	36.16
pdlim3a	NM_001024376	0.00	0.00	0.00	0.00	0.07	0.00	0.08	0.00	0.00
snai1b	NM_130989	100.03	110.11	122.08	111.11	100.03	81.53	121.03	111.64	112.06
pcgf1	NM_001007158	20.26	19.79	18.67	15.23	16.47	15.01	19.29	18.37	16.65
zgc:158420	NM_001123055	8.75	9.63	9.98	8.98	8.04	8.98	9.70	9.08	8.88
napga	NM_001013480	13.05	14.42	16.38	22.07	18.79	17.44	13.55	16.01	13.92
nrm	NM_001045195	8.10	8.36	8.67	14.65	9.88	9.09	11.04	11.70	10.33
LOC100003647	NM_001172308	0.19	0.00	0.00	0.20	0.20	0.00	0.46	0.00	0.00
slc30a1b	NM_001089583	102.42	105.68	71.43	145.79	116.40	158.52	128.82	87.55	108.53
il17a/f2	NM_001020798	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
pglyrp5	NM_001044321	0.84	1.23	0.50	1.06	1.21	0.61	0.30	0.53	0.54
plod1a	NM_001077742	182.54	199.08	106.04	89.44	88.10	112.73	322.61	112.12	266.20
zpcx	NM_001012244	2.20	2.19	1.31	3.06	3.40	1.83	2.83	1.67	2.90
tmem231	NM_200387	46.85	52.68	47.55	30.00	30.52	33.92	60.55	54.50	55.92
kif23	NM_131355	102.26	114.24	93.79	105.14	112.68	132.02	122.61	107.96	118.04
nfil3	NM_001004120	25.98	26.90	23.42	10.07	10.36	6.11	12.36	20.57	14.58
rx1	NM_131225	0.73	0.66	8.14	1.25	0.90	0.11	0.13	0.22	0.23
satb1a	NM_001080162	1.84	3.13	4.03	1.50	1.14	1.02	2.40	4.05	2.91
mir10d	NR_030002	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
si:dkey-78l4.12	NM_001083067	0.00	0.00	0.00	0.43	0.00	0.00	0.00	0.00	0.00
zgc:153867	NM_213638	330.40	320.07	389.15	399.66	397.21	388.77	279.85	347.10	309.91
rnf126	NM_001083017	16.73	20.10	24.40	23.65	23.19	24.87	19.20	30.15	22.67
fkbp11	NM_001012249	193.58	173.30	260.17	231.77	230.14	231.51	102.79	193.53	123.83
acrc	NM_001013573	60.11	63.01	57.62	53.37	60.74	73.00	84.05	67.75	78.16
sdprb	NM_001004584	56.44	64.51	59.71	87.23	80.55	88.93	63.83	66.60	69.69
cnot2	NM_001089524	91.36	97.65	85.05	84.35	85.34	96.14	106.48	96.54	98.16
foxi3a	NM_198917	7.48	6.51	7.57	3.39	4.57	5.15	13.97	9.79	12.70
LOC797092	NM_001100058	9.55	10.89	10.86	9.04	6.59	2.02	0.06	2.14	0.68
abhd2a	NM_200914	0.55	0.32	0.24	0.58	0.50	0.77	0.66	0.45	0.33
cgrrf1	NM_001045257	2.84	2.58	2.75	4.00	3.15	4.05	2.41	3.51	2.41
cpa4	NM_001002217	0.87	1.06	0.29	0.61	0.90	0.60	0.35	0.61	0.62
zgc:113054	NM_001013450	17.01	17.98	20.96	22.03	21.28	13.65	12.11	15.02	11.66
cdh10a	NM_001039633	0.04	0.08	0.00	0.08	0.07	0.08	0.09	0.04	0.04
chrm5a	NM_001020803	1.17	1.15	0.48	1.44	1.55	1.93	0.90	2.65	1.03
si:ch211-39i2.2	NM_001258317	11.65	9.43	8.24	23.19	21.16	24.40	5.88	17.18	11.12
mir194a	NR_030107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
wdr82	NM_001166268	124.78	138.95	134.70	114.73	131.10	137.77	142.30	147.39	140.53
zgc:110366	NM_001017779,NM_001291346	5.31	4.77	5.63	5.20	4.67	3.84	3.96	7.65	4.32
rras2	NM_001017815	39.85	47.50	45.08	53.67	47.59	44.93	35.90	54.23	41.52
zgc:63972	NM_200354	1.10	1.58	2.60	0.36	0.35	0.29	0.58	1.43	1.04
gna14	NM_001003753	27.05	28.46	28.83	24.07	25.96	29.23	25.26	26.71	25.13
mir135c-1	NR_034195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
sun1	NM_001018135	30.52	33.46	31.74	31.55	33.91	38.88	41.87	32.18	38.49
asl	NM_200451	6.62	7.00	6.64	4.72	4.62	3.51	5.18	5.27	5.20
kdsr	NM_201139	23.33	25.21	22.58	30.34	29.56	21.75	24.19	24.45	23.87
psmd6	NM_200291	173.49	182.72	200.82	185.41	198.50	183.71	153.40	180.04	154.69
trmt112	NM_001020752	62.83	66.75	78.38	66.43	65.27	63.60	53.31	69.69	53.51
cyt1l	NM_001082882	1681.67	1694.99	2118.48	2087.31	2034.21	1720.52	1156.73	1386.86	1163.16
wbscr16	NM_001082803	12.79	13.78	12.78	13.30	14.93	17.77	12.06	14.96	11.41
meox1	NM_001002450	137.67	130.59	195.49	159.46	142.03	88.49	58.80	116.91	74.60
pld6	NM_001089414	0.62	0.57	0.31	0.08	1.04	3.25	2.24	3.34	2.60
mir2186	NR_030660	2.68	7.04	13.94	7.36	5.52	5.59	10.75	7.17	8.71
cpsf4	NM_131009	49.39	53.18	56.95	49.44	53.07	50.70	65.23	57.36	64.45
ugt5a2	NM_001076723	1.43	0.72	1.08	1.33	1.85	1.17	1.49	1.97	1.37
si:dkey-281i8.1	NM_001115052	6.00	7.01	10.55	5.81	2.85	3.85	6.91	9.15	7.20
mir218a-1	NR_030121	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
dnajc21	NM_200044	34.00	32.93	38.88	32.71	36.20	30.14	17.78	40.06	24.09
myf6	NM_001003982	0.00	0.45	2.01	1.06	1.04	0.00	0.69	0.15	0.00
chrna5	NM_001017885	4.83	4.38	4.16	0.68	0.42	1.53	9.24	3.01	7.17
ptp4a2a	NM_001005583	60.99	58.74	76.67	55.32	61.22	48.66	32.64	64.04	43.90
prkab1a	NM_001002632	7.49	7.16	8.40	7.07	7.41	6.10	8.67	7.64	9.84
tp53bp2a	NM_214814	79.08	84.28	55.46	71.80	66.20	75.37	109.56	69.17	100.90
alcamb	NM_212634	872.62	929.70	627.38	560.96	625.38	760.76	1083.90	856.36	1064.28
zbtb20	NM_001080604	0.00	0.00	0.03	0.00	0.03	0.06	0.13	0.14	0.00
gch1	NM_001136255	1.32	1.89	0.96	5.93	7.18	7.01	5.18	1.88	4.40
mlf2	NM_001025516	114.25	119.36	125.16	135.18	134.93	132.35	128.36	115.10	133.63
brinp3a.2	NM_001309829	0.49	0.61	0.31	0.35	0.28	0.91	0.42	0.12	0.46
xpc	NM_001045210	26.98	25.65	28.40	22.86	22.38	21.70	21.35	25.75	23.30
fhl2a	NM_001003732	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.13	0.00
ssb	NM_199547	211.73	218.38	252.81	228.54	236.02	223.04	189.44	230.60	204.24
kcnk3a	NM_001030162	0.00	0.00	0.09	0.09	0.00	0.00	0.00	0.18	0.00
ophn1	NM_001002709	2.94	4.01	4.64	3.69	3.15	1.80	3.59	4.07	3.99
rnf114	NM_001001828	9.71	7.28	7.16	9.41	8.97	9.43	8.83	8.92	8.75
